Rank,Pokemon,Dex,Type1,Type2,Fast Move,Fast Move Type,Charged Move,Charged Move Type,DPS,TDO,ER,CP,Shadow,Mega
1270,Volbeat,313,bug,none,Tackle,normal,Bug Buzz,bug,8.80,197,19.14,1771,false,false
1271,Pumpkaboo - Small Size,710,ghost,grass,Razor Leaf,grass,Grass Knot,grass,8.80,121,16.92,1202,false,false
1272,Natu,177,flying,psychic,Quick Attack,normal,Drill Peck,flying,8.79,86,15.54,1102,false,false
1273,Shadow Gothita,574,psychic,none,Pound,normal,Psychic,psychic,8.79,92,15.82,951,true,false
1274,Pumpkaboo - Average Size,710,ghost,grass,Razor Leaf,grass,Grass Knot,grass,8.78,126,17.09,1222,false,false
1275,Scraggy,559,dark,fighting,Feint Attack,dark,Foul Play,dark,8.77,136,17.41,1372,false,false
1276,Shadow Patrat,504,normal,none,Tackle,normal,Hyper Fang,normal,8.77,64,14.40,791,true,false
1277,Pumpkaboo - Large Size,710,ghost,grass,Razor Leaf,grass,Grass Knot,grass,8.76,132,17.27,1244,false,false
1278,Probopass,476,rock,steel,Rock Throw,rock,Magnet Bomb,steel,8.74,299,21.15,2080,false,false
1279,Espurr,677,psychic,none,Confusion,psychic,Psychic,psychic,8.74,135,17.34,1259,false,false
1280,Shadow Alolan Diglett,50,ground,steel,Metal Claw,steel,Mud Bomb,ground,8.73,40,12.75,681,true,false
1281,Shadow Glameow,431,normal,none,Scratch,normal,Thunderbolt,electric,8.69,73,14.80,934,true,false
1282,Maushold,925,normal,none,Mud Shot,ground,Play Rough,fairy,8.68,201,19.04,1985,false,false
1283,Pumpkaboo - Super Size,710,ghost,grass,Razor Leaf,grass,Grass Knot,grass,8.68,137,17.29,1250,false,false
1284,Shadow Alolan Vulpix,37,ice,none,Powder Snow,ice,Weather Ball Ice,ice,8.66,81,15.17,883,true,false
1285,Machop,66,fighting,none,Karate Chop,fighting,Cross Chop,fighting,8.66,109,16.31,1278,false,false
1286,Shadow Pidgeotto,17,flying,normal,Wing Attack,flying,Aerial Ace,flying,8.65,105,16.16,1194,true,false
1287,Captain Pikachu,25,electric,none,Thunder Shock,electric,Wild Charge,electric,8.65,84,15.27,938,false,false
1288,Flying Pikachu,25,electric,none,Thunder Shock,electric,Wild Charge,electric,8.65,84,15.27,938,false,false
1289,Pikachu,25,electric,none,Thunder Shock,electric,Wild Charge,electric,8.65,84,15.27,938,false,false
1290,Pikachu - 5th Anniversary,25,electric,none,Thunder Shock,electric,Wild Charge,electric,8.65,84,15.27,938,false,false
1291,Shaymin Scarf Pikachu,25,electric,none,Thunder Shock,electric,Wild Charge,electric,8.65,84,15.27,938,false,false
1292,Lumineon,457,water,none,Waterfall,water,Aqua Tail,water,8.64,205,19.08,1814,false,false
1293,Geodude,74,ground,rock,Rock Throw,rock,Rock Slide,rock,8.64,119,16.65,1293,false,false
1294,Shadow Numel,322,fire,ground,Ember,fire,Bulldoze,ground,8.60,79,14.99,1057,true,false
1295,Munchlax,446,normal,none,Tackle,normal,Body Slam,normal,8.59,237,19.69,1892,false,false
1296,Growlithe,58,fire,none,Bite,dark,Flamethrower,fire,8.59,104,16.01,1243,false,false
1297,Blitzle,522,electric,none,Spark,electric,Thunderbolt,electric,8.58,56,13.72,882,true,false
1298,Shadow Mudkip,258,water,none,Water Gun,water,Stomp,normal,8.57,81,15.04,1128,true,false
1299,Mime Jr.,439,fairy,psychic,Confusion,psychic,Psychic,psychic,8.56,93,15.56,1095,false,false
1300,Riolu,447,fighting,none,Counter,fighting,Blaze Kick,fire,8.56,75,14.71,993,false,false
1301,Clauncher,692,water,none,Water Gun,water,Crabhammer,water,8.56,119,16.53,1088,false,false
1302,Shadow Whismur,293,normal,none,Pound,normal,Stomp,normal,8.54,50,13.27,671,true,false
1303,Wormadam (Trash Cloak),413,bug,steel,Bug Bite,bug,Bug Buzz,bug,8.53,191,18.57,1593,false,false
1304,Herdier,507,normal,none,Lick,ghost,Thunderbolt,electric,8.51,148,17.39,1583,false,false
1305,Palafin (Zero Form),964,water,none,Waterfall,water,Acrobatics,flying,8.51,225,19.30,1927,false,false
1306,Lombre,271,grass,water,Bubble,water,Grass Knot,grass,8.50,134,16.95,1197,false,false
1307,Klang,600,steel,none,Metal Sound,steel,Thunderbolt,electric,8.49,189,18.45,1847,false,false
1308,Sandile,551,dark,ground,Bite,dark,Crunch,dark,8.48,75,14.64,1037,false,false
1309,Kirlia,281,fairy,psychic,Confusion,psychic,Psychic,psychic,8.48,81,14.90,966,false,false
1310,Electrike,309,electric,none,Spark,electric,Thunderbolt,electric,8.47,74,14.56,965,false,false
1311,Croconaw,159,water,none,Water Gun,water,Return,normal,8.47,164,17.77,1722,false,false
1312,Froakie,656,water,none,Pound,normal,Surf,water,8.46,79,14.80,992,false,false
1313,Shadow Dratini,147,dragon,none,Dragon Breath,dragon,Aqua Tail,water,8.45,70,14.35,1004,true,false
1314,Audino,531,normal,none,Pound,normal,Hyper Beam,normal,8.44,256,19.80,1682,false,false
1315,Mantine,226,flying,water,Wing Attack,flying,Aerial Ace,flying,8.43,251,19.69,2108,false,false
1316,Gligar,207,flying,ground,Wing Attack,flying,Dig,ground,8.43,207,18.77,1857,false,false
1317,Loudred,294,normal,none,Bite,dark,Return,normal,8.43,119,16.34,1327,false,false
1318,Araquanid,752,bug,water,Bug Bite,bug,Bug Buzz,bug,8.42,252,19.68,1827,false,false
1319,Scorbunny,813,fire,none,Ember,fire,Flamethrower,fire,8.41,83,14.93,1097,false,false
1320,Nidorina,30,poison,none,Poison Sting,poison,Sludge Bomb,poison,8.41,147,17.21,1309,false,false
1321,Timburr,532,fighting,none,Low Kick,fighting,Brick Break,fighting,8.39,116,16.19,1315,false,false
1322,Fletchling,661,flying,normal,Quick Attack,normal,Fly,flying,8.36,79,14.64,800,false,false
1323,Paras,46,bug,grass,Bug Bite,bug,Seed Bomb,grass,8.36,83,14.85,1018,false,false
1324,Cufant,878,steel,none,Tackle,normal,Iron Head,steel,8.36,117,16.18,1377,false,false
1325,Shadow Morelull,755,fairy,grass,Astonish,ghost,Dazzling Gleam,fairy,8.35,87,15.02,1033,true,false
1326,Varoom,965,poison,steel,Poison Jab,poison,Gunk Shot,poison,8.34,101,15.56,1138,false,false
1327,Mareep,179,electric,none,Thunder Shock,electric,Thunderbolt,electric,8.33,88,15.00,991,false,false
1328,Rhyhorn,111,ground,rock,Mud Slap,ground,Bulldoze,ground,8.33,168,17.65,1651,false,false
1329,Shinx,403,electric,none,Spark,electric,Thunderbolt,electric,8.33,65,13.93,876,false,false
1330,Shadow Diglett,50,ground,none,Mud Slap,ground,Mud Bomb,ground,8.32,37,12.06,676,true,false
1331,Shadow Larvitar,246,ground,rock,Bite,dark,Ancient Power,rock,8.30,79,14.57,1040,true,false
1332,Sizzlipede,850,fire,bug,Bug Bite,bug,Bug Buzz,bug,8.29,92,15.11,1049,false,false
1333,Koffing,109,poison,none,Acid,poison,Sludge Bomb,poison,8.28,121,16.20,1214,false,false
1334,Shadow Snorunt,361,ice,none,Powder Snow,ice,Avalanche,ice,8.28,80,14.60,888,true,false
1335,Galarian Slowpoke,79,psychic,water,Confusion,psychic,Psychic,psychic,8.27,144,16.90,1226,false,false
1336,Shadow Skiploom,188,flying,grass,Tackle,normal,Grass Knot,grass,8.27,104,15.58,976,true,false
1337,Slowpoke,79,psychic,water,Confusion,psychic,Psychic,psychic,8.27,144,16.90,1226,false,false
1338,Bonsly,438,rock,none,Rock Throw,rock,Rock Slide,rock,8.25,129,16.39,1302,false,false
1339,Torchic,255,fire,none,Scratch,normal,Flamethrower,fire,8.25,84,14.71,1093,false,false
1340,Shadow Purrloin,509,dark,none,Sucker Punch,dark,Dark Pulse,dark,8.23,57,13.36,772,true,false
1341,Shadow Piplup,393,water,none,Pound,normal,Drill Peck,flying,8.22,87,14.85,1075,true,false
1342,Litten,725,fire,none,Scratch,normal,Flamethrower,fire,8.21,77,14.35,1035,false,false
1343,Fomantis,753,grass,none,Fury Cutter,bug,Grass Knot,grass,8.20,61,13.53,741,false,false
1344,Wartortle,8,water,none,Water Gun,water,Hydro Pump,water,8.20,163,17.30,1488,false,false
1345,Shellder,90,water,none,Tackle,normal,Razor Shell,water,8.19,99,15.28,1080,false,false
1346,Pawmi,921,electric,none,Thunder Shock,electric,Wild Charge,electric,8.19,49,12.79,636,false,false
1347,Rock Star Pikachu,25,electric,none,Thunder Shock,electric,Meteor Mash,steel,8.17,79,14.42,938,false,false
1348,Shadow Taillow,276,flying,normal,Quick Attack,normal,Aerial Ace,flying,8.17,49,12.74,765,true,false
1349,Shadow Litwick,607,fire,ghost,Ember,fire,Flame Burst,fire,8.16,81,14.49,1006,true,false
1350,Kabuto,140,rock,water,Scratch,normal,Ancient Power,rock,8.16,103,15.36,1370,false,false
1351,Honedge,679,ghost,steel,Fury Cutter,bug,Iron Head,steel,8.14,124,16.10,1390,false,false
1352,Helioptile,694,electric,normal,Thunder Shock,electric,Discharge,electric,8.13,75,14.14,933,false,false
1353,Grubbin,736,bug,none,Bug Bite,bug,X-Scissor,bug,8.12,83,14.51,984,false,false
1354,Delcatty,301,normal,none,Feint Attack,dark,Wild Charge,electric,8.12,150,16.81,1496,false,false
1355,Shadow Drowzee,96,psychic,none,Pound,normal,Psychic,psychic,8.11,120,15.92,1040,true,false
1356,Shadow Skorupi,451,bug,poison,Infestation,bug,Sludge Bomb,poison,8.10,105,15.36,1009,true,false
1357,Chewtle,833,water,none,Water Gun,water,Surf,water,8.09,85,14.57,993,false,false
1358,Deoxys (Defense Forme),386,psychic,none,Zen Headbutt,psychic,Thunderbolt,electric,8.09,294,19.86,2274,false,false
1359,Shuppet,353,ghost,none,Feint Attack,dark,Ominous Wind,ghost,8.08,64,13.54,1018,false,false
1360,Aron,304,rock,steel,Metal Claw,steel,Iron Head,steel,8.06,133,16.24,1307,false,false
1361,Shadow Nidoran♀,29,poison,none,Poison Sting,poison,Sludge Bomb,poison,8.06,78,14.21,816,true,false
1362,Turtwig,387,grass,none,Razor Leaf,grass,Seed Bomb,grass,8.04,112,15.53,1187,false,false
1363,Skrelp,690,poison,water,Water Gun,water,Sludge Bomb,poison,8.01,105,15.24,1063,false,false
1364,Shadow Ducklett,580,flying,water,Water Gun,water,Brave Bird,flying,7.99,89,14.59,856,true,false
1365,Quaxly,912,water,none,Water Gun,water,Liquidation,water,7.99,90,14.65,1075,false,false
1366,Spoink,325,psychic,none,Zen Headbutt,psychic,Shadow Ball,ghost,7.99,129,16.02,1334,false,false
1367,Pancham,674,fighting,none,Low Kick,fighting,Body Slam,normal,7.97,123,15.78,1489,false,false
1368,Shadow Makuhita,296,fighting,none,Tackle,normal,Heavy Slam,steel,7.96,61,13.23,817,true,false
1369,Shadow Totodile,158,water,none,Water Gun,water,Water Pulse,water,7.96,87,14.46,1131,true,false
1370,Chespin,650,grass,none,Vine Whip,grass,Seed Bomb,grass,7.95,109,15.30,1096,false,false
1371,Shadow Venonat,48,bug,poison,Bug Bite,bug,Signal Beam,bug,7.95,90,14.58,1004,true,false
1372,Shadow Snivy,495,grass,none,Vine Whip,grass,Seed Bomb,grass,7.95,80,14.16,849,true,false
1373,Diggersby,660,ground,normal,Quick Attack,normal,Scorching Sands,ground,7.92,199,17.74,1509,false,false
1374,Deerling,585,grass,normal,Tackle,normal,Seed Bomb,grass,7.92,107,15.19,1135,false,false
1375,Shadow Trubbish,568,poison,none,Pound,normal,Gunk Shot,poison,7.91,95,14.74,1000,true,false
1376,Ekans,23,poison,none,Poison Sting,poison,Sludge Bomb,poison,7.89,77,13.96,927,false,false
1377,Shadow Venipede,543,bug,poison,Bug Bite,bug,Sludge Bomb,poison,7.88,61,13.13,706,true,false
1378,Staryu,120,water,none,Water Gun,water,Return,normal,7.88,81,14.12,1157,false,false
1379,Swadloon,541,bug,grass,Bug Bite,bug,Bug Buzz,bug,7.87,156,16.60,1370,false,false
1380,Exeggcute,102,grass,psychic,Confusion,psychic,Psychic,psychic,7.87,130,15.86,1175,false,false
1381,Shadow Rookidee,821,flying,none,Air Slash,flying,Drill Peck,flying,7.86,49,12.41,666,true,false
1382,Nidoran♂,32,poison,none,Poison Sting,poison,Sludge Bomb,poison,7.86,72,13.67,860,false,false
1383,Deino,633,dark,dragon,Dragon Breath,dragon,Dragon Pulse,dragon,7.86,92,14.53,1062,false,false
1384,Azumarill,184,fairy,water,Bubble,water,Play Rough,fairy,7.85,218,18.03,1588,false,false
1385,Cubchoo,613,ice,none,Charm,fairy,Ice Punch,ice,7.85,78,13.93,1069,false,false
1386,Toxapex,748,poison,water,Poison Jab,poison,Gunk Shot,poison,7.83,238,18.38,1685,false,false
1387,Impidimp,859,dark,fairy,Sucker Punch,dark,Foul Play,dark,7.83,65,13.30,807,false,false
1388,Roggenrola,524,rock,none,Smack Down,rock,Power Gem,rock,7.82,109,15.12,1205,false,false
1389,Jumpluff,189,flying,grass,Infestation,bug,Solar Beam,grass,7.81,210,17.79,1636,false,false
1390,Dwebble,557,bug,rock,Smack Down,rock,X-Scissor,bug,7.80,118,15.37,1224,false,false
1391,Flittle,955,psychic,none,Confusion,psychic,Psychic,psychic,7.80,48,12.25,702,false,false
1392,Psyduck,54,water,none,Water Gun,water,Aqua Tail,water,7.79,90,14.37,1106,false,false
1393,Shadow Phanpy,231,ground,none,Tackle,normal,Bulldoze,ground,7.79,113,15.20,1206,true,false
1394,Skiddo,672,grass,none,Zen Headbutt,psychic,Seed Bomb,grass,7.78,114,15.22,1250,false,false
1395,Shadow Barboach,339,ground,water,Water Gun,water,Mud Bomb,ground,7.76,66,13.27,819,true,false
1396,Shadow Meowth,52,normal,none,Scratch,normal,Body Slam,normal,7.76,56,12.74,748,true,false
1397,Golett,622,ghost,ground,Mud Slap,ground,Return,normal,7.76,97,14.58,1189,false,false
1398,Farfetch&#039;d,83,flying,normal,Cut,normal,Leaf Blade,grass,7.75,109,15.02,1236,false,false
1399,Buneary,427,normal,none,Pound,normal,Swift,normal,7.74,104,14.81,1258,false,false
1400,Cutiefly,742,bug,fairy,Fairy Wind,fairy,Dazzling Gleam,fairy,7.73,70,13.39,888,false,false
1401,Vullaby,629,dark,flying,Feint Attack,dark,Brave Bird,flying,7.73,155,16.35,1271,false,false
1402,Shadow Poochyena,261,dark,none,Snarl,dark,Crunch,dark,7.72,43,11.85,678,true,false
1403,Pidgeotto,17,flying,normal,Wing Attack,flying,Return,normal,7.72,113,15.08,1194,false,false
1404,Clobbopus,852,fighting,none,Rock Smash,fighting,Superpower,fighting,7.70,96,14.47,1137,false,false
1405,Wattrel,940,electric,flying,Thunder Shock,electric,Thunderbolt,electric,7.70,65,13.12,826,false,false
1406,Petilil,548,grass,none,Hidden Power (Grass),grass,Seed Bomb,grass,7.70,81,13.86,1030,false,false
1407,Glameow,431,normal,none,Scratch,normal,Return,normal,7.68,78,13.69,934,false,false
1408,Shadow Zubat,41,flying,poison,Bite,dark,Sludge Bomb,poison,7.68,53,12.44,667,true,false
1409,Galarian Meowth,52,steel,none,Metal Claw,steel,Gyro Ball,steel,7.68,87,14.08,1035,false,false
1410,Chinchou,170,electric,water,Bubble,water,Thunderbolt,electric,7.66,117,15.12,1119,false,false
1411,Pansage,511,grass,none,Vine Whip,grass,Seed Bomb,grass,7.65,88,14.08,956,false,false
1412,Clamperl,366,water,none,Water Gun,water,Ice Beam,ice,7.64,100,14.54,1270,false,false
1413,Popplio,728,water,none,Pound,normal,Aqua Tail,water,7.64,95,14.34,1129,false,false
1414,Bagon,371,dragon,none,Bite,dark,Flamethrower,fire,7.63,82,13.80,1156,false,false
1415,Lileep,345,grass,rock,Infestation,bug,Grass Knot,grass,7.62,157,16.23,1291,false,false
1416,Oshawott,501,water,none,Water Gun,water,Aqua Tail,water,7.62,85,13.92,1046,false,false
1417,Sandshrew,27,ground,none,Sand Attack,ground,Dig,ground,7.61,108,14.78,1261,false,false
1418,Tadbulb,938,electric,none,Thunder Shock,electric,Discharge,electric,7.61,79,13.67,911,false,false
1419,Flabébé,669,fairy,none,Vine Whip,grass,Dazzling Gleam,fairy,7.60,101,14.52,1063,false,false
1420,Snover,459,grass,ice,Ice Shard,ice,Ice Beam,ice,7.60,108,14.74,1159,false,false
1421,Dratini,147,dragon,none,Dragon Breath,dragon,Return,normal,7.60,76,13.52,1004,false,false
1422,Joltik,595,bug,electric,Sucker Punch,dark,Discharge,electric,7.60,91,14.12,1023,false,false
1423,Dusclops,356,ghost,none,Hex,ghost,Poltergeist,ghost,7.59,177,16.69,1591,false,false
1424,Shadow Bidoof,399,normal,none,Tackle,normal,Hyper Fang,normal,7.59,65,12.99,721,true,false
1425,Gible,443,dragon,ground,Mud Shot,ground,Dig,ground,7.58,87,13.94,1112,false,false
1426,Hippopotas,449,ground,none,Sand Attack,ground,Dig,ground,7.58,129,15.39,1358,false,false
1427,Buizel,418,water,none,Water Gun,water,Water Pulse,water,7.58,69,13.18,1054,false,false
1428,Carkol,838,fire,rock,Smack Down,rock,Rock Slide,rock,7.57,185,16.84,1512,false,false
1429,Chikorita,152,grass,none,Vine Whip,grass,Grass Knot,grass,7.56,103,14.52,935,false,false
1430,Shadow Pidove,519,flying,normal,Air Slash,flying,Aerial Ace,flying,7.56,63,12.85,848,true,false
1431,Dunsparce,206,normal,none,Bite,dark,Drill Run,ground,7.55,180,16.68,1689,false,false
1432,Horsea,116,water,none,Water Gun,water,Return,normal,7.55,72,13.29,1056,false,false
1433,Mudkip,258,water,none,Water Gun,water,Return,normal,7.55,86,13.87,1128,false,false
1434,Whismur,293,normal,none,Pound,normal,Return,normal,7.54,53,12.27,671,false,false
1435,Tepig,498,fire,none,Ember,fire,Flamethrower,fire,7.54,93,14.14,1083,false,false
1436,Shadow Dusclops,356,ghost,none,Hex,ghost,Shadow Punch,ghost,7.54,147,15.83,1591,true,false
1437,Tinkatuff,958,fairy,steel,Fairy Wind,fairy,Play Rough,fairy,7.53,149,15.88,1307,false,false
1438,Fuecoco,909,fire,none,Incinerate,fire,Flamethrower,fire,7.53,106,14.56,1127,false,false
1439,Lickitung,108,normal,none,Lick,ghost,Hyper Beam,normal,7.52,176,16.55,1411,false,false
1440,Whirlipede,544,bug,poison,Bug Bite,bug,Sludge Bomb,poison,7.51,132,15.38,1144,false,false
1441,Voltorb,100,electric,none,Spark,electric,Thunderbolt,electric,7.49,88,13.87,1010,false,false
1442,Eevee,133,normal,none,Quick Attack,normal,Last Resort,normal,7.48,108,14.57,1071,false,false
1443,Poliwhirl,61,water,none,Bubble,water,Return,normal,7.47,127,15.19,1419,false,false
1444,Panpour,515,water,none,Water Gun,water,Surf,water,7.46,86,13.74,956,false,false
1445,Charmander,4,fire,none,Scratch,normal,Flamethrower,fire,7.44,74,13.22,980,false,false
1446,Chingling,433,psychic,none,Zen Headbutt,psychic,Shadow Ball,ghost,7.43,80,13.47,1005,false,false
1447,Rockruff,744,rock,none,Rock Throw,rock,Stone Edge,rock,7.43,69,12.95,950,false,false
1448,Corsola,222,rock,water,Bubble,water,Power Gem,rock,7.42,142,15.52,1378,false,false
1449,Alolan Rattata,19,dark,normal,Tackle,normal,Hyper Fang,normal,7.42,51,12.02,734,false,false
1450,Rattata,19,normal,none,Tackle,normal,Hyper Fang,normal,7.42,51,12.02,734,false,false
1451,Vanillite,582,ice,none,Powder Snow,ice,Ice Beam,ice,7.41,80,13.41,1033,false,false
1452,Fennekin,653,fire,none,Scratch,normal,Flamethrower,fire,7.40,81,13.46,1028,false,false
1453,Alolan Meowth,52,dark,none,Bite,dark,Foul Play,dark,7.40,65,12.71,797,false,false
1454,Shadow Pineco,204,bug,none,Bug Bite,bug,Gyro Ball,steel,7.39,89,13.77,1108,true,false
1455,Shadow Poliwag,60,water,none,Bubble,water,Bubble Beam,water,7.39,56,12.26,829,true,false
1456,Ledian,166,bug,flying,Bug Bite,bug,Bug Buzz,bug,7.39,160,15.94,1346,false,false
1457,Shadow Bastiodon,411,rock,steel,Iron Tail,steel,Stone Edge,rock,7.38,218,17.20,1539,true,false
1458,Wiglett,960,water,none,Water Gun,water,Surf,water,7.37,28,10.30,574,false,false
1459,Chimchar,390,fire,none,Scratch,normal,Flamethrower,fire,7.37,73,13.09,957,false,false
1460,Slugma,218,fire,none,Ember,fire,Flame Burst,fire,7.36,59,12.40,895,false,false
1461,Cyndaquil,155,fire,none,Ember,fire,Flamethrower,fire,7.36,73,13.07,980,false,false
1462,Shadow Spheal,363,ice,water,Water Gun,water,Aurora Beam,ice,7.33,83,13.46,962,true,false
1463,Taillow,276,flying,normal,Quick Attack,normal,Return,normal,7.33,52,11.97,765,false,false
1464,Foongus,590,grass,poison,Feint Attack,dark,Grass Knot,grass,7.32,100,14.06,979,false,false
1465,Hatenna,856,psychic,none,Confusion,psychic,Psychic,psychic,7.32,76,13.12,861,false,false
1466,Jangmo-o,782,dragon,none,Dragon Tail,dragon,Dragon Claw,dragon,7.32,89,13.68,969,false,false
1467,Gothita,574,psychic,none,Pound,normal,Psychic,psychic,7.31,92,13.78,951,false,false
1468,Vulpix,37,fire,none,Quick Attack,normal,Weather Ball Fire,fire,7.31,82,13.39,883,false,false
1469,Shadow Squirtle,7,water,none,Bubble,water,Aqua Tail,water,7.31,82,13.36,946,true,false
1470,Alolan Diglett,50,ground,steel,Metal Claw,steel,Mud Bomb,ground,7.29,40,11.15,681,false,false
1471,Goldeen,118,water,none,Mud Shot,ground,Aqua Tail,water,7.27,90,13.65,1152,false,false
1472,Hisuian Voltorb,100,electric,grass,Tackle,normal,Thunderbolt,electric,7.27,86,13.48,1010,false,false
1473,Patrat,504,normal,none,Tackle,normal,Hyper Fang,normal,7.26,63,12.49,791,false,false
1474,Silicobra,843,ground,none,Mud Slap,ground,Earth Power,ground,7.26,109,14.28,1081,false,false
1475,Munna,517,psychic,none,Zen Headbutt,psychic,Psyshock,psychic,7.25,107,14.20,1145,false,false
1476,Remoraid,223,water,none,Water Gun,water,Rock Blast,rock,7.25,53,11.93,912,false,false
1477,Shadow Inkay,686,dark,psychic,Psywave,psychic,Night Slash,dark,7.25,72,12.88,927,true,false
1478,Cherubi,420,grass,none,Tackle,normal,Seed Bomb,grass,7.22,77,13.04,950,false,false
1479,Minior (Meteor Form),774,flying,rock,Rollout,rock,Power Gem,rock,7.22,178,16.09,1542,false,false
1480,Woobat,527,flying,psychic,Confusion,psychic,Psyshock,psychic,7.22,89,13.54,1016,false,false
1481,Pop Star Pikachu,25,electric,none,Thunder Shock,electric,Thunder Punch,electric,7.17,70,12.66,938,false,false
1482,Shadow Onix,95,ground,rock,Rock Throw,rock,Breaking Swipe,dragon,7.17,129,14.77,1101,true,false
1483,Rowlet,722,flying,grass,Razor Leaf,grass,Seed Bomb,grass,7.17,104,14.00,1058,false,false
1484,Jigglypuff,39,fairy,normal,Pound,normal,Play Rough,fairy,7.16,74,12.84,724,false,false
1485,Alolan Vulpix,37,ice,none,Powder Snow,ice,Weather Ball Ice,ice,7.16,81,13.11,883,false,false
1486,Aegislash - Shield ,681,ghost,steel,Psycho Cut,psychic,Shadow Ball,ghost,7.15,258,17.53,1595,false,false
1487,Pansear,513,fire,none,Fire Spin,fire,Flame Burst,fire,7.09,82,13.06,956,false,false
1488,Numel,322,fire,ground,Ember,fire,Bulldoze,ground,7.08,79,12.92,1057,false,false
1489,Smoliv,928,grass,normal,Tackle,normal,Seed Bomb,grass,7.07,69,12.52,854,false,false
1490,Meltan,808,steel,none,Thunder Shock,electric,Thunderbolt,electric,7.07,81,13.01,1068,false,false
1491,Totodile,158,water,none,Water Gun,water,Return,normal,7.05,92,13.41,1131,false,false
1492,Fidough,926,fairy,none,Charm,fairy,Play Rough,fairy,7.05,89,13.29,985,false,false
1493,Spinarak,167,bug,poison,Bug Bite,bug,Cross Poison,poison,7.05,58,11.94,816,false,false
1494,Spritzee,682,fairy,none,Charm,fairy,Thunderbolt,electric,7.04,126,14.48,1252,false,false
1495,Shadow Noibat,714,dragon,flying,Wing Attack,flying,Dragon Pulse,dragon,7.04,48,11.39,667,true,false
1496,Shadow Ferroseed,597,grass,steel,Metal Claw,steel,Iron Head,steel,7.02,98,13.57,941,true,false
1497,Shadow Seedot,273,grass,none,Quick Attack,normal,Grass Knot,grass,7.02,50,11.49,598,true,false
1498,Shadow Cubone,104,ground,none,Mud Slap,ground,Bone Club,ground,6.99,98,13.52,1019,true,false
1499,Shedinja,292,bug,ghost,Shadow Claw,ghost,Aerial Ace,flying,6.97,7,6.93,393,false,false
1500,Budew,406,grass,poison,Razor Leaf,grass,Grass Knot,grass,6.93,81,12.79,856,false,false
1501,Clefairy,35,fairy,none,Pound,normal,Moonblast,fairy,6.93,111,13.85,1155,false,false
1502,Shadow Seel,86,water,none,Water Gun,water,Aqua Tail,water,6.92,97,13.39,971,true,false
1503,Diglett,50,ground,none,Mud Slap,ground,Mud Bomb,ground,6.91,37,10.49,676,false,false
1504,Morelull,755,fairy,grass,Astonish,ghost,Dazzling Gleam,fairy,6.91,87,13.01,1033,false,false
1505,Shadow Tentacool,72,poison,water,Bubble,water,Return,normal,6.91,88,13.06,1040,true,false
1506,Skiploom,188,flying,grass,Tackle,normal,Grass Knot,grass,6.88,104,13.56,976,false,false
1507,Sewaddle,540,bug,grass,Bug Bite,bug,Seed Bomb,grass,6.87,95,13.24,977,false,false
1508,Lillipup,506,normal,none,Tackle,normal,Thunderbolt,electric,6.86,69,12.21,915,false,false
1509,Piplup,393,water,none,Pound,normal,Return,normal,6.86,88,12.97,1075,false,false
1510,Minccino,572,normal,none,Pound,normal,Thunderbolt,electric,6.86,73,12.37,872,false,false
1511,Larvitar,246,ground,rock,Bite,dark,Ancient Power,rock,6.86,78,12.59,1040,false,false
1512,Purrloin,509,dark,none,Sucker Punch,dark,Dark Pulse,dark,6.85,57,11.63,772,false,false
1513,Arrokuda,846,water,none,Waterfall,water,Close Combat,fighting,6.84,56,11.58,903,false,false
1514,Snorunt,361,ice,none,Powder Snow,ice,Avalanche,ice,6.84,79,12.62,888,false,false
1515,Pineco,204,bug,none,Bug Bite,bug,Return,normal,6.84,99,13.33,1108,false,false
1516,Frillish,592,ghost,water,Bubble,water,Ominous Wind,ghost,6.83,114,13.81,1257,false,false
1517,Naclstack,933,rock,none,Rock Throw,rock,Rock Blast,rock,6.81,141,14.51,1292,false,false
1518,Shadow Pidgey,16,flying,normal,Tackle,normal,Aerial Ace,flying,6.80,47,11.01,680,true,false
1519,Shadow Ralts,280,fairy,psychic,Confusion,psychic,Psyshock,psychic,6.80,33,10.10,539,true,false
1520,Yamask,562,ghost,none,Astonish,ghost,Shadow Ball,ghost,6.79,96,13.19,982,false,false
1521,Shadow Nosepass,299,rock,none,Rock Throw,rock,Rock Slide,rock,6.79,106,13.49,993,true,false
1522,Pidove,519,flying,normal,Quick Attack,normal,Return,normal,6.79,68,12.07,848,false,false
1523,Toedscool,948,grass,ground,Mud Slap,ground,Earth Power,ground,6.77,104,13.41,1040,false,false
1524,Dustox,269,bug,poison,Confusion,psychic,Sludge Bomb,poison,6.77,141,14.47,1224,false,false
1525,Skorupi,451,bug,poison,Poison Sting,poison,Sludge Bomb,poison,6.76,105,13.43,1009,false,false
1526,Drowzee,96,psychic,none,Pound,normal,Psychic,psychic,6.76,121,13.89,1040,false,false
1527,Litwick,607,fire,ghost,Ember,fire,Flame Burst,fire,6.76,81,12.56,1006,false,false
1528,Meowth,52,normal,none,Scratch,normal,Return,normal,6.76,59,11.61,748,false,false
1529,Ducklett,580,flying,water,Water Gun,water,Brave Bird,flying,6.75,90,12.89,856,false,false
1530,Shadow Hoothoot,163,flying,normal,Peck,flying,Sky Attack,flying,6.74,68,12.02,677,true,false
1531,Shadow Wooper,194,ground,water,Water Gun,water,Mud Bomb,ground,6.73,51,11.15,641,true,false
