Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Seadra (Shadow),40.5,117,water,none,76.7,67.5,63,326369,9,500,Dragon Breath,Aurora Beam,Blizzard*,15,19,3,50000
Xatu,40.5,178,psychic,flying,76.4,62.4,68,324005,8.5,499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Aggron (Mega),40.4,306,steel,none,71.7,94.4,51,344907,4.5,497,Dragon Tail,Heavy Slam,Meteor Beam,5,5,1,10000
Herdier,40.4,507,normal,none,69,63.9,82,361129,12,500,Lick,Dig,Play Rough,17,20,1,10000
Diglett (Alolan),40.2,50,ground,steel,79.9,67,58,310570,28.5,500,Metal Claw,Dig,Mud Bomb,8,7,3,50000
Gengar,40.2,94,ghost,poison,89.6,54.7,57,279136,6.5,500,Hex,Dark Pulse*,Drain Punch,4,4,3,50000
Gothitelle,40.2,576,psychic,none,67.5,81.8,67,370179,8,500,Charm,Future Sight,Psychic,9,7,3,50000
Omanyte (Shadow),40.1,138,rock,water,74,77.8,58,333919,12,498,Mud Shot,Rock Tomb*,Rock Blast,6,5,5,75000
Darkrai,39.9,491,dark,none,85.6,61.2,54,283167,5,493,Feint Attack,Dark Pulse,Focus Blast,9,13,20,100000
Hattrem,39.9,857,psychic,none,71.1,66.1,74,348173,11.5,498,Charm,Dazzling Gleam,Psychic,7,7,5,50000
Plusle,39.9,311,electric,none,74,61.9,73,334567,10.5,499,Quick Attack,Discharge,Grass Knot,5,7,3,50000
Weavile,39.9,461,dark,ice,82.9,59.7,61,301779,6.5,500,Feint Attack,Avalanche,Focus Blast,8,13,3,50000
Latios (Mega),39.8,381,dragon,psychic,87.7,65,50,284857,4,500,Dragon Breath,Aura Sphere,Dragon Claw,10,13,20,100000
Meowstic (Female),39.8,678,psychic,none,67.9,70.3,77,367817,9,500,Charm,Energy Ball,Psychic,6,7,3,50000
Reuniclus,39.8,579,psychic,none,73.1,54.7,85,339864,6.5,500,Charm*,Future Sight,Psyshock,9,5,3,50000
Weepinbell,39.8,70,grass,poison,80.5,48.1,80,310067,12,499,Acid,Power Whip,Seed Bomb,7,5,3,50000
Bulbasaur,39.5,1,grass,poison,67.6,69.9,78,368426,17.5,499,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Servine (Shadow),39.2,496,grass,none,61.8,80.5,81,403281,13.5,500,Iron Tail,Frustration<sup>†</sup>,Grass Knot,10,8,3,10000
Sneasel,39.2,215,dark,ice,77.9,63.9,64,318797,9,499,Feint Attack,Avalanche,Foul Play,8,7,3,50000
Cradily (Shadow),39,346,rock,grass,61.2,80.2,83,407808,8.5,500,Acid,Bulldoze,Frustration<sup>†</sup>,6,9,3,50000
Lanturn,39,171,water,electric,60.3,60.3,113,411351,9,498,Charge Beam,Hydro Pump,Surf,7,5,3,50000
Swalot,39,317,poison,none,60,71.5,97,416645,9.5,500,Infestation,Acid Spray,Gunk Shot,4,7,1,10000
Froakie (Shadow),38.9,656,water,none,74.3,56.6,80,336721,19.5,500,Bubble,Aerial Ace,Frustration<sup>†</sup>,5,7,3,10000
Gigalith,38.9,526,rock,none,73.9,68.4,67,338399,6,500,Lock On,Heavy Slam,Meteor Beam*,10,12,3,50000
Latias,38.9,380,dragon,psychic,71.6,79.3,61,346299,5.5,500,Charm,Aura Sphere,Mist Ball*,5,8,20,100000
Phanpy,38.9,231,ground,none,59.8,59.8,117,419064,16,500,Rock Smash,Body Slam,Bulldoze,5,7,3,50000
Persian,38.7,53,normal,none,68.7,66.9,78,358444,11,498,Feint Attack,Foul Play,Night Slash*,7,6,3,50000
Politoed,38.7,186,water,none,66.8,70.9,79,374211,8,500,Bubble,Blizzard,Earthquake*,7,6,3,50000
Bibarel,38.6,400,normal,water,71.9,56.3,86,347839,10.5,500,Rollout,Hyper Beam,Hyper Fang,7,4,1,10000
Serperior (Shadow),38.6,497,grass,none,64,84.9,72,390851,8.5,500,Iron Tail,Aerial Ace,Frenzy Plant*,7,7,3,10000
Gloom (Shadow),38.4,44,grass,poison,71.1,64.3,77,352363,11.5,500,Acid,Frustration<sup>†</sup>,Moonblast,9,8,3,50000
Pyroar,38.4,668,fire,normal,78.6,54.8,74,318782,7,500,Ember,Dark Pulse,Flame Charge,6,6,3,10000
Staryu (Shadow),38.4,120,water,none,76.5,68.4,62,324338,16.5,499,Tackle,Bubble Beam,Frustration<sup>†</sup>,14,24,3,50000
Vanilluxe,38.3,584,ice,none,76.8,66.8,63,323052,6.5,499,Astonish,Avalanche*,Blizzard,5,8,3,50000
Frogadier (Shadow),38.1,657,water,none,77.9,57.1,72,320290,11.5,499,Bubble,Aerial Ace,Frustration<sup>†</sup>,5,7,3,10000
Marshtomp (Shadow),38.1,259,water,ground,69.7,64.1,80,357278,10.5,499,Mud Shot,Frustration<sup>†</sup>,Mud Bomb,8,5,3,10000
Seviper,38.1,336,poison,none,80.3,53.1,73,311566,9,500,Iron Tail,Crunch,Poison Fang,7,6,3,50000
Diglett (Alolan) (Shadow),38,50,ground,steel,79.9,67,58,310570,28.5,500,Metal Claw,Dig,Frustration<sup>†</sup>,8,10,3,50000
Glameow (Shadow),38,431,normal,none,68.3,58.7,90,360870,20.5,498,Quick Attack,Aerial Ace,Frustration<sup>†</sup>,6,9,3,50000
Mewtwo (Mega Y),38,150,psychic,none,91,51.3,52,243066,3,471,Confusion,Flamethrower,Focus Blast,4,6,20,100000
Spritzee,38,682,fairy,none,60,66.8,104,416503,15.5,500,Charge Beam,Draining Kiss,Thunderbolt,5,5,3,50000
Phanpy (Shadow),37.8,231,ground,none,59.8,59.8,117,419064,16,500,Rock Smash,Body Slam,Bulldoze,5,7,3,50000
Raichu (Mega Y),37.8,26,electric,none,100.7,49.9,49,246376,5,499,Charm,Brick Break,Skull Bash,5,10,1,10000
Shinx (Shadow),37.8,403,electric,none,75.8,49.5,87,326488,22,497,Spark,Discharge,Frustration<sup>†</sup>,6,10,5,75000
Alakazam (Mega),37.7,65,psychic,none,101.8,59.1,41,246486,4.5,500,Confusion,Dazzling Gleam*,Fire Punch,4,3,3,50000
Electrode (Hisuian),37.7,101,electric,grass,71.9,73.1,66,347094,9,500,Tackle,Energy Ball,Swift,15,12,3,50000
Elgyem,37.7,605,psychic,none,75.1,56,79,331995,13.5,499,Astonish,Dark Pulse,Psybeam,5,6,3,50000
Joltik,37.7,595,bug,electric,66.4,65.8,86,375616,19,499,Charge Beam,Bug Buzz,Cross Poison,6,4,3,50000
Poochyena (Shadow),37.5,261,dark,none,71.9,54.7,88,346127,29,500,Snarl,Crunch,Dig,4,4,1,10000
Suicune,37.5,245,water,none,61.7,83.2,78,400504,6.5,499,Extrasensory,Bubble Beam,Hydro Pump,4,8,20,100000
Tynamo,37.5,602,electric,none,71.3,60.2,81,347883,24,500,Spark,Struggle,,15,0,1,10000
Mewtwo (Mega X),37.4,150,psychic,fighting,88,49.6,52,227103,3,447,Confusion,Flamethrower,Focus Blast,4,6,20,100000
Gallade (Mega),37.2,475,psychic,fighting,90.3,64.8,47,275024,4.5,499,Charm,Close Combat,Leaf Blade,6,5,5,75000
Shinx,37.2,403,electric,none,75.2,49.5,89,331233,22,500,Spark,Discharge,Return<sup>†</sup>,6,10,5,75000
Charizard (Mega X),37.1,6,fire,dragon,81,65.9,58,309458,5,500,Air Slash,Air Cutter,Blast Burn*,4,6,3,10000
Zebstrika,37.1,523,electric,none,80.5,54.4,71,310611,7.5,500,Low Kick,Discharge,Flame Charge,5,7,3,50000
Zigzagoon,37.1,263,normal,none,53.8,79.8,108,463656,50,500,Rock Smash,Dig,Grass Knot,8,8,1,10000
Dwebble,36.9,557,bug,rock,64.1,74.8,81,388555,16,499,Cut,Rock Blast,Rock Tomb,20,25,1,10000
Beautifly,36.8,267,bug,flying,84,48.5,73,297283,10.5,500,Infestation,Air Cutter,Bug Buzz,3,5,1,10000
Yanma,36.8,193,bug,flying,76.1,52.5,82,327660,13,500,Quick Attack,Aerial Ace,Ancient Power,6,6,3,50000
Beheeyem,36.5,606,psychic,none,78.6,60.4,67,318041,7,500,Astonish,Dark Pulse,Psychic,5,6,3,50000
Dugtrio (Alolan) (Shadow),36.5,51,ground,steel,86.6,63.8,52,287334,10,500,Metal Claw,Earthquake,Frustration<sup>†</sup>,10,10,3,50000
Blitzle,36.3,522,electric,none,75.6,48.9,88,325400,21.5,497,Quick Attack,Discharge,Flame Charge,5,7,3,50000
Helioptile (Shadow),36.3,694,electric,normal,72,56.2,85,344117,20.5,498,Quick Attack,Bulldoze,Frustration<sup>†</sup>,6,9,3,50000
Magnezone,36.3,462,electric,steel,77.7,69,60,321849,6,500,Charge Beam,Flash Cannon,Mirror Shot,6,4,3,50000
Quilava,36.3,156,fire,none,73.8,63.9,72,339665,11.5,500,Ember,Dig,Flamethrower,6,7,3,10000
Frogadier,36.1,657,water,none,77.9,57.1,72,320290,11.5,499,Bubble,Aerial Ace,Surf,5,5,3,10000
Seadra,36.1,117,water,none,76.7,67.5,63,326369,9,500,Dragon Breath,Aurora Beam,Blizzard*,15,19,3,50000
Emolga,35.7,587,electric,flying,73.8,63.9,72,339665,11.5,500,Quick Attack,Acrobatics,Aerial Ace,7,6,1,10000
Latias (Mega),35.5,380,dragon,psychic,77,79.3,52,317293,4,496,Charm,Aura Sphere,Mist Ball*,5,8,20,100000
Shiftry (Shadow),35.5,275,grass,dark,77.3,51,82,323466,8,500,Bullet Seed*,Foul Play,Frustration<sup>†</sup>,4,6,3,50000
Abomasnow (Mega),35.4,460,grass,ice,76.8,63,67,324505,5.5,499,Leafage,Blizzard,Energy Ball,10,6,3,50000
Gloom,35.1,44,grass,poison,71.1,64.3,77,352363,11.5,500,Acid,Moonblast,Petal Blizzard,8,9,3,50000
Dodrio,34.8,85,normal,flying,83.3,57,63,299326,8,499,Feint Attack,Aerial Ace,Air Cutter*,8,6,3,50000
Braixen,34.6,654,fire,none,75.8,61,71,328355,10.5,500,Ember,Flamethrower,Flame Charge,7,6,3,10000
Regirock,34.6,377,rock,none,61.3,103.4,64,405804,6,499,Lock On,Earthquake*,Focus Blast,13,15,20,100000
Weepinbell (Shadow),34.6,70,grass,poison,80.6,48,80,309833,11.5,500,Acid,Frustration<sup>†</sup>,Power Whip,9,7,3,50000
Absol (Mega),34.3,359,dark,none,102.1,43.3,55,243428,6,499,Psycho Cut,Brutal Swing*,Dark Pulse,4,6,5,75000
Archeops,34.3,567,rock,flying,95.4,45.9,60,262719,6,500,Steel Wing,Ancient Power,Crunch,9,9,5,75000
Omastar,34.2,139,rock,water,73.7,73,63,338805,7,500,Mud Shot,Ancient Power,Hydro Pump,5,9,5,75000
Axew (Shadow),33.9,610,dragon,none,79,56.4,71,316731,13.5,500,Iron Tail,Aqua Tail,Dragon Claw,5,8,5,75000
Gengar (Mega),33.9,94,ghost,poison,96.8,57.7,46,257072,4.5,500,Hex,Dark Pulse*,Drain Punch,4,4,3,50000
Mismagius,33.9,429,ghost,none,77.9,70,59,321634,7.5,500,Hex,Dark Pulse,Dazzling Gleam,4,5,3,50000
Typhlosion,33.9,157,fire,none,76.8,63.1,67,324572,6.5,499,Ember,Blast Burn*,Fire Blast,6,9,3,10000
Garchomp (Mega),33.7,445,dragon,ground,83.5,56.1,60,280933,3.5,484,Dragon Tail,Breaking Swipe,Earthquake,5,6,5,75000
Servine,33.7,496,grass,none,61.8,80.5,81,403281,13.5,500,Iron Tail,Grass Knot,Leaf Tornado,8,6,3,10000
Cacturne (Shadow),33.6,332,grass,dark,85.9,48.4,70,291160,8,500,Poison Jab,Dark Pulse,Dynamic Punch,8,7,3,50000
Persian (Shadow),33.6,53,normal,none,68.7,66.9,78,358444,11,498,Feint Attack,Foul Play,Frustration<sup>†</sup>,7,12,3,50000
Cacturne,33.3,332,grass,dark,85.9,48.4,70,291160,8,500,Poison Jab,Dark Pulse,Dynamic Punch,8,7,3,50000
Gogoat,33.3,673,grass,none,69.8,54.5,94,357653,7,500,Rock Smash,Brick Break,Leaf Blade,6,5,3,50000
Indeedee (Female),33.3,876,psychic,normal,70.5,71.7,70,353914,8,500,Extrasensory,Energy Ball,Psybeam,5,6,3,50000
Kabuto,33.3,140,rock,water,76,77,56,327526,14,500,Mud Shot,Rock Tomb,Ancient Power,6,5,5,75000
Kingler,33.3,99,water,none,84.2,65.4,54,297403,6.5,500,Bubble,Crabhammer,Razor Shell,5,4,3,50000
Nidoking,33.3,34,poison,ground,75.4,60.2,73,331138,7.5,500,Double Kick,Earthquake,Earth Power,6,5,3,50000
Naganadel,33.1,804,poison,dragon,86.1,55.5,61,291580,6,500,Air Slash,Acrobatics,Dragon Claw,7,6,20,100000
Pawmo,33.1,922,electric,fighting,76.8,49.3,85,322177,14.5,500,Charge Beam,Discharge,Thunderbolt,4,5,3,75000
Zangoose,33.1,335,normal,none,84.8,50.4,69,294846,7.5,500,Fury Cutter,Close Combat,Dig,12,13,3,50000
Serperior,33,497,grass,none,64,84.9,72,390851,8.5,500,Iron Tail,Aerial Ace,Frenzy Plant*,7,7,3,10000
Dugtrio (Alolan),32.8,51,ground,steel,86.6,63.8,52,287334,10,500,Metal Claw,Earthquake,Iron Head,10,8,3,50000
Ralts,32.8,280,psychic,fairy,67.5,60.1,91,369252,44.5,499,Charge Beam,Disarming Voice,Psyshock,5,4,5,75000
Eelektross,32.5,604,electric,none,77.2,56.6,74,323087,7,500,Acid,Acid Spray,Crunch,6,6,1,10000
Krabby (Shadow),32.5,98,water,none,85.6,62.9,54,290997,12,499,Bubble,Bubble Beam,Frustration<sup>†</sup>,4,7,3,50000
Ponyta (Shadow),32.2,77,fire,none,77.5,62.9,66,322024,11,499,Ember,Fire Blast*,Flame Charge,9,6,3,50000
Vileplume,32.2,45,grass,poison,74.7,63.1,71,334341,7.5,499,Acid,Moonblast,Petal Blizzard,8,9,3,50000
Electivire,32.1,466,electric,none,84.1,56.8,62,296424,6,500,Low Kick,Flamethrower*,Ice Punch,7,5,5,75000
Jirachi,32.1,385,steel,psychic,67.6,68.9,73,340019,5.5,480,Charge Beam,Aura Sphere,Dazzling Gleam,4,5,20,100000
Quilava (Shadow),31.8,156,fire,none,73.8,63.9,72,339665,11.5,500,Ember,Dig,Flamethrower,6,7,3,10000
Zoroark,31.6,571,dark,none,92.1,50.7,58,270960,7.5,500,Shadow Claw,Flamethrower,Foul Play,7,5,5,75000
Joltik (Shadow),31.5,595,bug,electric,66.4,65.8,86,375616,19,499,Charge Beam,Bug Buzz,Cross Poison,6,4,3,50000
Axew,31,610,dragon,none,79,56.4,71,316731,13.5,500,Iron Tail,Aqua Tail,Dragon Claw,5,8,5,75000
Braixen (Shadow),30.9,654,fire,none,75.8,61,71,328355,10.5,500,Ember,Flamethrower,Flame Charge,7,6,3,10000
Illumise,30.9,314,bug,none,64.1,78.4,77,386598,10.5,497,Struggle Bug,Bug Buzz,Dazzling Gleam,8,7,3,50000
Volbeat,30.9,313,bug,none,64.1,78.4,77,386598,10.5,497,Struggle Bug,Bug Buzz,Signal Beam,8,7,3,50000
Audino (Mega),30.7,531,normal,fairy,55.5,92.1,88,449286,7.5,499,Pound,Body Slam*,Dazzling Gleam,9,14,3,50000
Lilligant (Hisuian),30.7,549,grass,fighting,77.2,62.7,67,324351,7.5,500,Bullet Seed,Close Combat,Petal Blizzard,4,5,1,10000
Ursaluna,30.7,901,ground,normal,72.3,56.9,84,345365,5,500,Rock Smash,Aerial Ace,Fire Punch,7,6,3,50000
Ho-Oh,30.4,250,fire,flying,71.1,75.2,65,347475,5,498,Extrasensory,Brave Bird,Earthquake*,6,7,20,100000
Gastrodon,30.3,423,water,ground,66,58.9,97,377391,8,499,Hidden Power (Bug),Body Slam,Earthquake,5,9,3,50000
Treecko,30.3,252,grass,none,73.1,61.2,76,340108,18,500,Bullet Seed,Grass Knot,Aerial Ace,4,4,3,10000
Blitzle (Shadow),30.1,522,electric,none,75.6,48.9,88,325400,21.5,497,Quick Attack,Discharge,Flame Charge,5,7,3,50000
Camerupt,29.8,323,fire,ground,76.7,58.5,72,323389,8.5,498,Ember,Earthquake,Earth Power,8,6,3,50000
Leafeon,29.7,470,grass,none,74.1,78.5,58,337504,6.5,500,Bullet Seed*,Energy Ball,Last Resort*,4,5,5,75000
Sandaconda,29.7,844,ground,none,71.9,76.5,63,346603,7,500,Mud Shot,Bulldoze,Dig,5,6,3,50000
Armarouge,29.4,936,fire,psychic,76.4,62.9,68,327031,6,500,Ember,Flamethrower,Flame Charge,7,6,5,50000
Alomomola,28.8,594,water,none,56.7,55.9,139,441175,9,500,Hidden Power (Bug),Blizzard,Hydro Pump,10,10,5,75000
Magneton,28.8,82,electric,steel,82.3,66.7,55,301801,7.5,498,Charge Beam,Discharge,Flash Cannon,4,6,3,50000
Indeedee (Male),28.5,876,psychic,normal,79.5,66,60,315216,8,500,Extrasensory,Psybeam,Psychic,6,6,3,50000
Electrike (Shadow),28.3,309,electric,none,75.9,55.6,78,328785,20,500,Quick Attack,Discharge,Frustration<sup>†</sup>,5,9,3,50000
Bibarel (Shadow),28,400,normal,water,71.9,56.3,86,347839,10.5,500,Rollout,Frustration<sup>†</sup>,Hyper Beam,6,7,1,10000
Raichu (Alolan),27.9,26,electric,psychic,79.5,64,62,315050,8.5,500,Spark,Grass Knot,Psychic,8,8,1,10000
Castform (Sunny),27.7,351,fire,none,65.7,68.9,84,380016,11.5,500,Ember,Fire Blast,Solar Beam,9,9,5,75000
Tapu Fini,27.7,788,water,fairy,67.1,90.2,61,369279,6.5,499,Hidden Power (Bug),Hydro Pump,Ice Beam,10,7,20,100000
Komala,27.6,775,normal,none,80.1,62,63,312783,7.5,500,Rollout,Bulldoze,Payback,4,5,3,50000
Camerupt (Shadow),27.3,323,fire,ground,76.7,58.5,72,323389,8.5,498,Ember,Earthquake,Earth Power,8,6,3,50000
Flaaffy,27.3,180,electric,none,70.4,57.2,88,353962,12.5,500,Charge Beam,Discharge,Power Gem,4,5,5,75000
Xurkitree,27.3,796,electric,none,96.9,45.9,58,257855,5,500,Spark,Dazzling Gleam,Discharge,8,6,20,100000
Kleavor,26.8,900,bug,rock,83.2,60.4,60,301201,6,500,Air Slash,Rock Slide,Stone Edge,5,7,5,75000
Pikachu,26.6,25,electric,none,70.2,67.1,75,353264,20.5,499,Present*,Discharge,Surf*,4,4,1,10000
Gabite,26.5,444,dragon,ground,74.4,59.2,76,334278,10,498,Mud Shot,Dig,Flamethrower,6,7,5,75000
Pichu,26.5,172,electric,none,71.4,57.1,84,342828,50,494,Quick Attack<sup>†</sup>,Disarming Voice,Thunderbolt,6,7,1,10000
Zapdos,26.5,145,electric,flying,79.3,60,66,313838,5.5,499,Charge Beam,Ancient Power,Drill Peck,5,4,20,100000
Bellossom (Shadow),26.3,182,grass,none,67.1,77.1,72,372376,8.5,500,Acid,Dazzling Gleam,Frustration<sup>†</sup>,7,9,3,50000
Electabuzz (Shadow),26.3,125,electric,none,76.2,64.9,66,326358,8,498,Low Kick,Frustration<sup>†</sup>,Thunder,9,8,5,75000
Tangrowth,26.3,465,grass,none,70.8,64.7,77,352836,6.5,500,Infestation,Ancient Power,Power Whip,4,5,3,50000
Dugtrio,26.2,51,ground,none,79.1,69.4,57,313145,12,499,Mud Shot,Earthquake,Mud Bomb,8,5,3,50000
Delibird,26,225,ice,flying,73.8,58.7,78,337612,17.5,499,Present,Aerial Ace,Fly,4,4,5,75000
Wailord (Shadow),26,321,water,none,69.4,37.6,138,359960,8.5,500,Rollout,Blizzard,Frustration<sup>†</sup>,6,6,1,10000
Banette,25.9,354,ghost,none,84.4,52.9,66,294818,8,499,Hex,Dazzling Gleam,Shadow Ball,5,4,3,50000
Pikachu (Shaymin Scarf),25.9,25,electric,none,70.2,67.1,75,353264,20.5,499,Present*,Discharge,Grass Knot,4,5,1,10000
Flareon,25.7,136,fire,none,83.9,62.4,57,298243,6.5,500,Ember,Fire Blast,Flamethrower,9,7,5,75000
Sawsbuck,25.6,586,normal,grass,75.8,59.7,73,330126,8,500,Feint Attack,Hyper Beam,Megahorn,14,10,3,50000
Ampharos,25.4,181,electric,none,73.8,61.7,74,337066,6.5,499,Charge Beam,Brutal Swing,Dragon Pulse*,4,5,5,75000
Blissey,25.4,242,normal,none,46.8,63.9,178,532299,7,499,Pound,Dazzling Gleam,Hyper Beam,14,20,5,75000
Diglett,25.3,50,ground,none,80.6,65.6,58,306676,28.5,499,Mud Shot,Dig,Mud Bomb,6,5,3,50000
Happiny,25.3,440,normal,none,33.6,77.3,201,522291,50,419,Pound,Psychic,,14,0,5,10000
Pikachu (5th Anniversary),25.1,25,electric,none,70.2,67.1,75,353264,20.5,499,Present*,Discharge,Fly,4,4,1,10000
Comfey,25,764,fairy,none,67.5,91.1,60,369107,9,500,Hidden Power (Bug),Draining Kiss,Grass Knot,7,7,3,50000
Breloom,24.8,286,grass,fighting,87.7,55.2,59,285340,7,500,Bullet Seed,Dynamic Punch,Grass Knot*,4,4,3,50000
Kartana,24.8,798,grass,steel,98.1,57.2,44,246820,5,494,Air Slash,Aerial Ace,Leaf Blade,5,4,20,100000
Sandslash (Shadow),24.8,28,ground,none,69.8,70.2,73,357508,8,500,Metal Claw,Bulldoze,Earthquake,7,10,3,50000
Graveler (Shadow),24.1,75,rock,ground,71,73.9,67,351622,10,500,Mud Shot,Dig,Frustration<sup>†</sup>,6,8,1,10000
Sandshrew (Shadow),24.1,27,ground,none,68.3,68.8,78,366575,15,500,Mud Shot,Dig,Frustration<sup>†</sup>,6,8,3,50000
Sandslash,23.8,28,ground,none,69.8,70.2,73,357508,8,500,Metal Claw,Bulldoze,Earthquake,7,10,3,50000
Accelgor,23.6,617,bug,none,83.4,48.6,74,299626,7.5,500,Acid,Acid Spray,Bug Buzz,6,8,3,50000
Banette (Shadow),23.5,354,ghost,none,84.4,52.9,66,294818,8,499,Hex,Dazzling Gleam,Frustration<sup>†</sup>,5,6,3,50000
Electabuzz,23.5,125,electric,none,76.2,64.9,66,326358,8,498,Low Kick,Thunder,Thunderbolt,8,7,5,75000
Clefable,23.2,36,fairy,none,68.3,63.8,84,365938,8,500,Charge Beam,Dazzling Gleam,Draining Kiss,5,5,1,10000
Gabite (Shadow),23.2,444,dragon,ground,74.4,59.2,76,334278,10,498,Mud Shot,Dig,Flamethrower,6,7,5,75000
Pawmi,23.2,921,electric,none,73.8,44.3,104,339646,31,500,Charge Beam,Discharge,Thunderbolt,4,5,3,75000
Wailord,23.2,321,water,none,69.4,37.6,138,359960,8.5,500,Rollout,Blizzard,Hyper Beam,6,7,1,10000
Pawmot,23,923,electric,fighting,84.2,54.1,65,296103,7,500,Charge Beam,Brick Break*,Close Combat,4,5,3,75000
Audino,22.9,531,normal,none,53.5,80.2,109,467297,11.5,500,Pound,Body Slam*,Dazzling Gleam,9,14,3,50000
Dipplin,22.9,1011,grass,dragon,66.4,74.3,76,375025,8,500,Bullet Seed,Dragon Pulse,Outrage,5,5,5,75000
Exeggutor,22.6,103,grass,psychic,79.5,52,76,314149,6.5,500,Bullet Seed,Psychic,Seed Bomb,5,4,3,50000
Cleffa,22.3,173,fairy,none,57.8,67.3,111,431921,30,500,Pound,Body Slam*,Grass Knot,9,13,1,10000
Trapinch,22.3,328,ground,none,85.9,47.6,71,290267,15,500,Mud Shot,Crunch,Dig,5,6,5,75000
Aromatisse,21.5,683,fairy,none,66.8,61.9,90,372181,8,498,Charge Beam,Draining Kiss,Moonblast,5,6,3,50000
Luvdisc,21.5,370,water,none,55,92.6,89,453663,23.5,500,Splash,Aqua Jet,Draining Kiss,4,5,3,50000
Octillery,21.5,224,water,none,76.2,58.5,73,325500,8,499,Lock On,Acid Spray,Aurora Beam,9,12,1,10000
Grovyle,21.1,253,grass,none,78.4,59.8,67,314340,11,497,Bullet Seed,Aerial Ace,Grass Knot,4,4,3,10000
Maractus,21.1,556,grass,none,79.5,54.3,73,314742,8.5,500,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Blipbug,20.8,824,bug,none,51.3,68.9,90,317874,50,405,Struggle Bug,Struggle,,13,0,1,10000
Flapple,20.8,841,grass,dragon,80.8,57.3,67,310136,7.5,500,Bullet Seed,Dragon Pulse,Fly,5,4,5,75000
Trapinch (Shadow),20.6,328,ground,none,85.9,47.6,71,290267,15,500,Mud Shot,Crunch,Dig,5,6,5,75000
Whiscash (Shadow),20.6,340,water,ground,62.3,62.3,102,396305,9,498,Mud Shot,Blizzard,Frustration<sup>†</sup>,9,8,1,10000
Aegislash (Shield),20.5,681,steel,ghost,47.7,135.6,80,517363,12.5,497,Psycho Cut,Flash Cannon,Gyro Ball,11,9,5,75000
Flaaffy (Shadow),20.5,180,electric,none,70.4,57.2,88,353962,12.5,500,Charge Beam,Discharge,Frustration<sup>†</sup>,4,7,5,75000
Landorus (Incarnate),20.5,645,ground,flying,81.7,58.2,64,304124,5.5,499,Mud Shot,Earth Power,Focus Blast,6,9,20,100000
Ponyta (Galarian),20,77,psychic,none,77.5,62.9,66,322024,11,499,Low Kick,Play Rough,Psybeam,8,8,3,50000
Shaymin (Land),20,492,grass,none,68.7,70.6,75,364036,6,500,Hidden Power (Bug),Energy Ball,Grass Knot,6,7,20,100000
Shaymin (Sky),20,492,grass,flying,81.1,52,73,308052,5.5,500,Hidden Power (Bug),Energy Ball,Grass Knot,6,7,20,100000
Hydrapple,19.9,1019,grass,dragon,70.6,64.2,78,353830,6,500,Bullet Seed,Dragon Pulse,Outrage,5,5,5,75000
Bouffalant,19.7,626,normal,none,69.5,67,77,358777,7,499,Mud Shot,Earthquake,Megahorn,8,7,3,50000
Ampharos (Mega),19.1,181,electric,dragon,83.4,59.6,60,298482,4.5,499,Charge Beam,Brutal Swing,Dragon Pulse*,4,5,5,75000
Clefairy,19,35,fairy,none,61.1,65.5,102,408739,17,500,Pound,Body Slam,Disarming Voice,9,12,1,10000
Porygon (Shadow),19,137,normal,none,69.6,66,78,358260,11,500,Charge Beam,Discharge*,Frustration<sup>†</sup>,4,7,3,50000
Celebi,18.8,251,psychic,grass,67.6,68.9,73,340019,5.5,480,Charge Beam,Aura Sphere,Dazzling Gleam,4,5,20,100000
Archen (Shadow),18.7,566,rock,flying,92.1,43.9,67,271155,10,500,Quick Attack,Ancient Power,Crunch,6,6,5,75000
Archen,18.4,566,rock,flying,92.1,43.9,67,271155,10,500,Quick Attack,Ancient Power,Crunch,6,6,5,75000
Koffing (Shadow),18.4,109,poison,none,65.7,82.8,70,381060,16,500,Infestation,Dark Pulse,Frustration<sup>†</sup>,5,6,3,50000
Porygon,18.4,137,normal,none,69.6,66,78,358260,11,500,Charge Beam,Discharge*,Hyper Beam,4,8,3,50000
Cherrim (Overcast),18,421,grass,none,70.7,67.1,74,351313,9,499,Bullet Seed,Dazzling Gleam,Hyper Beam,5,7,1,10000
Cherrim (Sunshine),18,421,grass,none,70.7,67.1,74,351313,9,499,Bullet Seed,Dazzling Gleam,Hyper Beam,5,7,1,10000
Sceptile,17.9,254,grass,none,79.3,62.2,64,315359,7,500,Bullet Seed,Aerial Ace,Breaking Swipe,4,4,3,10000
Delibird (Shadow),17.7,225,ice,flying,73.8,58.7,78,337612,17.5,499,Present,Aerial Ace,Fly,4,4,5,75000
Roserade,17.3,407,grass,poison,82.9,64.1,57,302585,6.5,500,Bullet Seed*,Dazzling Gleam,Grass Knot,5,4,3,50000
Banette (Mega),17.1,354,ghost,none,96.7,52.3,51,258142,5.5,500,Hex,Dazzling Gleam,Shadow Ball,5,4,3,50000
Diglett (Shadow),17.1,50,ground,none,80.6,65.6,58,306676,28.5,499,Mud Shot,Dig,Frustration<sup>†</sup>,6,8,3,50000
